trade_id,order_id,execution_id,account_id,portfolio_id,side,ticker,isin,security_type,quantity,price,trade_currency,notional,exchange,venue_mic,market_country,timestamp,settlement_date,fx_rate,source_system
T0011,O00011,E000011,ACC001,PORT_ARB,BUY,SAP,DE0007164600,COMMON_STOCK,200,206.4008,EUR,41280.16,Xetra,XETR,DE,2026-09-12T10:34:39.050,2026-09-14,1.17,OMS
T0012_A,O00012,E000012_A,ACC002,PORT_GLOBAL,BUY,SAP,DE0007164600,COMMON_STOCK,12,206.7593,EUR,2481.11,Xetra,XETR,DE,2026-09-12T10:59:59.078,2026-09-14,1.17,OMS
T0012_B,O00012,E000012_B,ACC002,PORT_GLOBAL,BUY,SAP,DE0007164600,COMMON_STOCK,38,206.7593,EUR,7856.85,Xetra,XETR,DE,2026-09-12T10:59:59.078,2026-09-14,1.17,OMS
T0013,O00013,E000013,ACC003,PORT_US,BUY,AAPL,US0378331005,COMMON_STOCK,500,192.2025,USD,96101.25,NASDAQ,XNAS,US,2026-09-12T10:11:16.067,2026-09-14,1.0,OMS
T0015,O00015,E000015,ACC001,PORT_ARB,BUY,SAP,DE0007164600,COMMON_STOCK,50,203.2411,EUR,10162.06,Xetra,XETR,DE,2026-09-12T10:43:04.015,2026-09-14,1.17,OMS
T0016,O00016,E000016,ACC003,PORT_GLOBAL,BUY,7203,JP3633400001,COMMON_STOCK,1000,2829.0418,JPY,2829041.8,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:38:58.147,2026-09-14,0.0068,OMS
T0017,O00017,E000017,ACC002,PORT_GLOBAL,SELL,7203,JP3633400001,COMMON_STOCK,50,2859.8818,JPY,142994.09,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:44:06.025,2026-09-14,0.0068,OMS
T0018,O00018,E000018,ACC002,PORT_US,SELL,SAP,DE0007164600,COMMON_STOCK,100,204.092,EUR,20409.2,Xetra,XETR,DE,2026-09-12T10:17:03.019,2026-09-14,1.17,OMS
T0019_A,O00019,E000019_A,ACC001,PORT_GLOBAL,SELL,MSFT,US5949181045,COMMON_STOCK,250,417.5955,USD,104398.88,NASDAQ,XNAS,US,2026-09-12T10:27:22.015,2026-09-14,1.0,OMS
T0019_B,O00019,E000019_B,ACC001,PORT_GLOBAL,SELL,MSFT,US5949181045,COMMON_STOCK,250,417.5955,USD,104398.88,NASDAQ,XNAS,US,2026-09-12T10:27:22.015,2026-09-14,1.0,OMS
T0020_A,O00020,E000020_A,ACC002,PORT_GLOBAL,SELL,HSBA,GB0005405286,COMMON_STOCK,50,7.205,GBP,360.25,London Stock Exchange,XLON,GB,2026-09-12T10:14:51.014,2026-09-14,1.36,OMS
T0020_B,O00020,E000020_B,ACC002,PORT_GLOBAL,SELL,HSBA,GB0005405286,COMMON_STOCK,50,7.205,GBP,360.25,London Stock Exchange,XLON,GB,2026-09-12T10:14:51.014,2026-09-14,1.36,OMS
T0021,O00021,E000021,ACC001,PORT_US,BUY,SAP,DE0007164600,COMMON_STOCK,100,203.2309,EUR,20323.09,Xetra,XETR,DE,2026-09-12T10:04:38.060,2026-09-14,1.17,OMS
T0022,O00022,E000022,ACC003,PORT_ARB,SELL,SAP,DE0007164600,COMMON_STOCK,200,203.7875,EUR,40757.5,Xetra,XETR,DE,2026-09-12T10:48:53.080,2026-09-14,1.17,OMS
T0023,O00023,E000023,ACC001,PORT_GLOBAL,BUY,AAPL,US0378331005,COMMON_STOCK,50,190.6434,USD,9532.17,NASDAQ,XNAS,US,2026-09-12T10:34:32.067,2026-09-14,1.0,OMS
T0024,O00024,E000024,ACC002,PORT_ARB,SELL,MSFT,US5949181045,COMMON_STOCK,1000,424.0644,USD,424064.4,NASDAQ,XNAS,US,2026-09-12T10:55:05.135,2026-09-14,1.0,OMS
T0025_A,O00025,E000025_A,ACC002,PORT_US,BUY,MSFT,US5949181045,COMMON_STOCK,750,417.1058,USD,312829.35,NASDAQ,XNAS,US,2026-09-12T10:19:14.053,2026-09-14,1.0,OMS
T0025_B,O00025,E000025_B,ACC002,PORT_US,BUY,MSFT,US5949181045,COMMON_STOCK,250,417.1058,USD,104276.45,NASDAQ,XNAS,US,2026-09-12T10:19:14.053,2026-09-14,1.0,OMS
T0026,O00026,E000026,ACC001,PORT_ARB,SELL,AAPL,US0378331005,COMMON_STOCK,200,188.763,USD,37752.6,NASDAQ,XNAS,US,2026-09-12T10:22:46.033,2026-09-14,1.0,OMS
T0027,O00027,E000027,ACC001,PORT_US,BUY,SAP,DE0007164600,COMMON_STOCK,100,205.1869,EUR,20518.69,Xetra,XETR,DE,2026-09-12T10:56:58.094,2026-09-14,1.17,OMS
T0028,O00028,E000028,ACC002,PORT_US,BUY,AAPL,US0378331005,COMMON_STOCK,50,189.9425,USD,9497.12,NASDAQ,XNAS,US,2026-09-12T10:38:13.104,2026-09-14,1.0,OMS
T0029,O00029,E000029,ACC002,PORT_ARB,BUY,7203,JP3633400001,COMMON_STOCK,200,2830.5743,JPY,566114.86,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:47:52.027,2026-09-14,0.0068,OMS
T0030,O00030,E000030,ACC001,PORT_US,BUY,MSFT,US5949181045,COMMON_STOCK,500,418.5574,USD,209278.7,NASDAQ,XNAS,US,2026-09-12T10:59:00.017,2026-09-14,1.0,OMS
T0031,O00031,E000031,ACC002,PORT_US,BUY,SAP,DE0007164600,COMMON_STOCK,200,203.6821,EUR,40736.42,Xetra,XETR,DE,2026-09-12T10:18:07.009,2026-09-14,1.17,OMS
T0032_A,O00032,E000032_A,ACC002,PORT_ARB,BUY,AAPL,US0378331005,COMMON_STOCK,150,188.7641,USD,28314.62,NASDAQ,XNAS,US,2026-09-12T10:29:46.000,2026-09-14,1.0,OMS
T0032_B,O00032,E000032_B,ACC002,PORT_ARB,BUY,AAPL,US0378331005,COMMON_STOCK,50,188.7641,USD,9438.2,NASDAQ,XNAS,US,2026-09-12T10:29:46.000,2026-09-14,1.0,OMS
T0033_A,O00033,E000033_A,ACC002,PORT_ARB,BUY,SAP,DE0007164600,COMMON_STOCK,100,205.0292,EUR,20502.92,Xetra,XETR,DE,2026-09-12T10:45:31.104,2026-09-14,1.17,OMS
T0033_B,O00033,E000033_B,ACC002,PORT_ARB,BUY,SAP,DE0007164600,COMMON_STOCK,100,205.0292,EUR,20502.92,Xetra,XETR,DE,2026-09-12T10:45:31.104,2026-09-14,1.17,OMS
T0034,O00034,E000034,ACC003,PORT_ARB,BUY,HSBA,GB0005405286,COMMON_STOCK,1000,7.26,GBP,7260.0,London Stock Exchange,XLON,GB,2026-09-12T10:27:43.140,2026-09-14,1.36,OMS
T0035,O00035,E000035,ACC002,PORT_GLOBAL,BUY,HSBA,GB0005405286,COMMON_STOCK,1000,7.2461,GBP,7246.1,London Stock Exchange,XLON,GB,2026-09-12T10:54:20.043,2026-09-14,1.36,OMS
T0036,O00036,E000036,ACC003,PORT_GLOBAL,BUY,MSFT,US5949181045,COMMON_STOCK,100,417.0378,USD,41703.78,NASDAQ,XNAS,US,2026-09-12T10:03:09.062,2026-09-14,1.0,OMS
T0037,O00037,E000037,ACC002,PORT_GLOBAL,BUY,HSBA,GB0005405286,COMMON_STOCK,100,7.2726,GBP,727.26,London Stock Exchange,XLON,GB,2026-09-12T10:00:22.027,2026-09-14,1.36,OMS
T0038,O00038,E000038,ACC001,PORT_US,SELL,SAP,DE0007164600,COMMON_STOCK,100,206.2358,EUR,20623.58,Xetra,XETR,DE,2026-09-12T10:45:34.135,2026-09-14,1.17,OMS
T0039,O00039,E000039,ACC002,PORT_ARB,SELL,SAP,DE0007164600,COMMON_STOCK,100,205.999,EUR,20599.9,Xetra,XETR,DE,2026-09-12T10:32:24.115,2026-09-14,1.17,OMS
T0040,O00040,E000040,ACC001,PORT_ARB,SELL,HSBA,GB0005405286,COMMON_STOCK,100,7.2169,GBP,721.69,London Stock Exchange,XLON,GB,2026-09-12T10:21:49.138,2026-09-14,1.36,OMS
T0041,O00041,E000041,ACC002,PORT_GLOBAL,SELL,AAPL,US0378331005,COMMON_STOCK,1000,190.3702,USD,190370.2,NASDAQ,XNAS,US,2026-09-12T10:04:15.052,2026-09-14,1.0,OMS
T0042_A,O00042,E000042_A,ACC003,PORT_GLOBAL,SELL,AAPL,US0378331005,COMMON_STOCK,25,192.1868,USD,4804.67,NASDAQ,XNAS,US,2026-09-12T10:20:23.099,2026-09-14,1.0,OMS
T0042_B,O00042,E000042_B,ACC003,PORT_GLOBAL,SELL,AAPL,US0378331005,COMMON_STOCK,25,192.1868,USD,4804.67,NASDAQ,XNAS,US,2026-09-12T10:20:23.099,2026-09-14,1.0,OMS
T0043,O00043,E000043,ACC002,PORT_ARB,SELL,HSBA,GB0005405286,COMMON_STOCK,100,7.2994,GBP,729.94,London Stock Exchange,XLON,GB,2026-09-12T10:08:42.136,2026-09-14,1.36,OMS
T0044,O00044,E000044,ACC002,PORT_US,BUY,MSFT,US5949181045,COMMON_STOCK,200,418.9845,USD,83796.9,NASDAQ,XNAS,US,2026-09-12T10:14:26.116,2026-09-14,1.0,OMS
T0046_A,O00046,E000046_A,ACC001,PORT_ARB,BUY,MSFT,US5949181045,COMMON_STOCK,50,416.8603,USD,20843.01,NASDAQ,XNAS,US,2026-09-12T10:45:42.029,2026-09-14,1.0,OMS
T0046_B,O00046,E000046_B,ACC001,PORT_ARB,BUY,MSFT,US5949181045,COMMON_STOCK,50,416.8603,USD,20843.01,NASDAQ,XNAS,US,2026-09-12T10:45:42.029,2026-09-14,1.0,OMS
T0047,O00047,E000047,ACC003,PORT_ARB,BUY,SAP,DE0007164600,COMMON_STOCK,100,206.9054,EUR,20690.54,Xetra,XETR,DE,2026-09-12T10:07:22.148,2026-09-14,1.17,OMS
T0048,O00048,E000048,ACC001,PORT_ARB,BUY,MSFT,US5949181045,COMMON_STOCK,50,421.6564,USD,21082.82,NASDAQ,XNAS,US,2026-09-12T10:20:35.030,2026-09-14,1.0,OMS
T0049,O00049,E000049,ACC003,PORT_ARB,SELL,AAPL,US0378331005,COMMON_STOCK,50,191.8319,USD,9591.59,NASDAQ,XNAS,US,2026-09-12T10:56:08.125,2026-09-14,1.0,OMS
T0050,O00050,E000050,ACC001,PORT_ARB,SELL,HSBA,GB0005405286,COMMON_STOCK,1000,7.2947,GBP,7294.7,London Stock Exchange,XLON,GB,2026-09-12T10:36:44.123,2026-09-14,1.36,OMS
T0051,O00051,E000051,ACC002,PORT_GLOBAL,BUY,AAPL,US0378331005,COMMON_STOCK,500,190.7661,USD,95383.05,NASDAQ,XNAS,US,2026-09-12T10:45:36.097,2026-09-14,1.0,OMS
T0052,O00052,E000052,ACC002,PORT_GLOBAL,SELL,7203,JP3633400001,COMMON_STOCK,1000,2822.0786,JPY,2822078.6,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:13:02.021,2026-09-14,0.0068,OMS
T0053,O00053,E000053,ACC002,PORT_US,BUY,HSBA,GB0005405286,COMMON_STOCK,200,7.2096,GBP,1441.92,London Stock Exchange,XLON,GB,2026-09-12T10:47:13.062,2026-09-14,1.36,OMS
T0054_A,O00054,E000054_A,ACC002,PORT_GLOBAL,SELL,SAP,DE0007164600,COMMON_STOCK,50,204.2072,EUR,10210.36,Xetra,XETR,DE,2026-09-12T10:15:44.030,2026-09-14,1.17,OMS
T0054_B,O00054,E000054_B,ACC002,PORT_GLOBAL,SELL,SAP,DE0007164600,COMMON_STOCK,150,204.2072,EUR,30631.08,Xetra,XETR,DE,2026-09-12T10:15:44.030,2026-09-14,1.17,OMS
T0055,O00055,E000055,ACC002,PORT_ARB,SELL,HSBA,GB0005405286,COMMON_STOCK,50,7.2982,GBP,364.91,London Stock Exchange,XLON,GB,2026-09-12T10:20:13.058,2026-09-14,1.36,OMS
T0056,O00056,E000056,ACC003,PORT_GLOBAL,BUY,AAPL,US0378331005,COMMON_STOCK,500,188.9859,USD,94492.95,NASDAQ,XNAS,US,2026-09-12T10:00:50.146,2026-09-14,1.0,OMS
T0057,O00057,E000057,ACC002,PORT_GLOBAL,BUY,AAPL,US0378331005,COMMON_STOCK,50,190.1217,USD,9506.09,NASDAQ,XNAS,US,2026-09-12T10:05:03.147,2026-09-14,1.0,OMS
T0058_A,O00058,E000058_A,ACC001,PORT_US,SELL,AAPL,US0378331005,COMMON_STOCK,500,190.8662,USD,95433.1,NASDAQ,XNAS,US,2026-09-12T10:42:13.057,2026-09-14,1.0,OMS
T0058_B,O00058,E000058_B,ACC001,PORT_US,SELL,AAPL,US0378331005,COMMON_STOCK,500,190.8662,USD,95433.1,NASDAQ,XNAS,US,2026-09-12T10:42:13.057,2026-09-14,1.0,OMS
T0059,O00059,E000059,ACC002,PORT_ARB,BUY,HSBA,GB0005405286,COMMON_STOCK,1000,7.3167,GBP,7316.7,London Stock Exchange,XLON,GB,2026-09-12T10:06:46.053,2026-09-14,1.36,OMS
T0060,O00060,E000060,ACC002,PORT_ARB,SELL,HSBA,GB0005405286,COMMON_STOCK,200,7.1822,GBP,1436.44,London Stock Exchange,XLON,GB,2026-09-12T10:19:40.072,2026-09-14,1.36,OMS
T0061,O00061,E000061,ACC002,PORT_US,BUY,MSFT,US5949181045,COMMON_STOCK,100,423.4307,USD,42343.07,NASDAQ,XNAS,US,2026-09-12T10:56:25.036,2026-09-14,1.0,OMS
T0063,O00063,E000063,ACC002,PORT_US,BUY,SAP,DE0007164600,COMMON_STOCK,100,206.8938,EUR,20689.38,Xetra,XETR,DE,2026-09-12T10:57:04.147,2026-09-14,1.17,OMS
T0064,O00064,E000064,ACC002,PORT_ARB,SELL,MSFT,US5949181045,COMMON_STOCK,200,417.3245,USD,83464.9,NASDAQ,XNAS,US,2026-09-12T10:39:57.111,2026-09-14,1.0,OMS
T0065,O00065,E000065,ACC001,PORT_GLOBAL,SELL,AAPL,US0378331005,COMMON_STOCK,500,189.6931,USD,94846.55,NASDAQ,XNAS,US,2026-09-12T10:27:20.140,2026-09-14,1.0,OMS
T0066,O00066,E000066,ACC003,PORT_US,SELL,HSBA,GB0005405286,COMMON_STOCK,500,7.1854,GBP,3592.7,London Stock Exchange,XLON,GB,2026-09-12T10:35:23.092,2026-09-14,1.36,OMS
T0067,O00067,E000067,ACC002,PORT_ARB,SELL,7203,JP3633400001,COMMON_STOCK,50,2823.1456,JPY,141157.28,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:43:00.061,2026-09-14,0.0068,OMS
T0068,O00068,E000068,ACC002,PORT_US,BUY,AAPL,US0378331005,COMMON_STOCK,500,192.1484,USD,96074.2,NASDAQ,XNAS,US,2026-09-12T10:19:55.130,2026-09-14,1.0,OMS
T0069,O00069,E000069,ACC001,PORT_GLOBAL,BUY,SAP,DE0007164600,COMMON_STOCK,1000,205.0338,EUR,205033.8,Xetra,XETR,DE,2026-09-12T10:09:19.017,2026-09-14,1.17,OMS
T0070,O00070,E000070,ACC003,PORT_GLOBAL,SELL,7203,JP3633400001,COMMON_STOCK,100,2846.9532,JPY,284695.32,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:33:03.088,2026-09-14,0.0068,OMS
T0071,O00071,E000071,ACC002,PORT_US,SELL,MSFT,US5949181045,COMMON_STOCK,500,421.7239,USD,210861.95,NASDAQ,XNAS,US,2026-09-12T10:55:23.097,2026-09-14,1.0,OMS
T0072,O00072,E000072,ACC002,PORT_US,SELL,SAP,DE0007164600,COMMON_STOCK,50,205.1064,EUR,10255.32,Xetra,XETR,DE,2026-09-12T10:31:11.003,2026-09-14,1.17,OMS
T0073,O00073,E000073,ACC003,PORT_US,SELL,HSBA,GB0005405286,COMMON_STOCK,1000,7.2326,GBP,7232.6,London Stock Exchange,XLON,GB,2026-09-12T10:21:37.124,2026-09-14,1.36,OMS
T0074_A,O00074,E000074_A,ACC003,PORT_US,SELL,MSFT,US5949181045,COMMON_STOCK,12,422.1871,USD,5066.25,NASDAQ,XNAS,US,2026-09-12T10:48:03.025,2026-09-14,1.0,OMS
T0074_B,O00074,E000074_B,ACC003,PORT_US,SELL,MSFT,US5949181045,COMMON_STOCK,38,422.1871,USD,16043.11,NASDAQ,XNAS,US,2026-09-12T10:48:03.025,2026-09-14,1.0,OMS
T0075,O00075,E000075,ACC002,PORT_GLOBAL,SELL,AAPL,US0378331005,COMMON_STOCK,500,189.1496,USD,94574.8,NASDAQ,XNAS,US,2026-09-12T10:36:15.105,2026-09-14,1.0,OMS
T0076,O00076,E000076,ACC003,PORT_ARB,BUY,HSBA,GB0005405286,COMMON_STOCK,500,7.3099,GBP,3654.95,London Stock Exchange,XLON,GB,2026-09-12T10:09:46.059,2026-09-14,1.36,OMS
T0077_A,O00077,E000077_A,ACC001,PORT_US,SELL,SAP,DE0007164600,COMMON_STOCK,100,206.9994,EUR,20699.94,Xetra,XETR,DE,2026-09-12T10:20:25.108,2026-09-14,1.17,OMS
T0077_B,O00077,E000077_B,ACC001,PORT_US,SELL,SAP,DE0007164600,COMMON_STOCK,100,206.9994,EUR,20699.94,Xetra,XETR,DE,2026-09-12T10:20:25.108,2026-09-14,1.17,OMS
T0078,O00078,E000078,ACC003,PORT_GLOBAL,SELL,HSBA,GB0005405286,COMMON_STOCK,200,7.1807,GBP,1436.14,London Stock Exchange,XLON,GB,2026-09-12T10:56:39.101,2026-09-14,1.36,OMS
T0079_A,O00079,E000079_A,ACC003,PORT_GLOBAL,SELL,SAP,DE0007164600,COMMON_STOCK,75,205.439,EUR,15407.92,Xetra,XETR,DE,2026-09-12T10:24:03.056,2026-09-14,1.17,OMS
T0079_B,O00079,E000079_B,ACC003,PORT_GLOBAL,SELL,SAP,DE0007164600,COMMON_STOCK,25,205.439,EUR,5135.97,Xetra,XETR,DE,2026-09-12T10:24:03.056,2026-09-14,1.17,OMS
T0080,O00080,E000080,ACC003,PORT_ARB,BUY,AAPL,US0378331005,COMMON_STOCK,200,191.5996,USD,38319.92,NASDAQ,XNAS,US,2026-09-12T10:02:16.148,2026-09-14,1.0,OMS
T0081,O00081,E000081,ACC001,PORT_ARB,SELL,MSFT,US5949181045,COMMON_STOCK,1000,420.0151,USD,420015.1,NASDAQ,XNAS,US,2026-09-12T10:18:36.042,2026-09-14,1.0,OMS
T0083,O00083,E000083,ACC002,PORT_ARB,SELL,HSBA,GB0005405286,COMMON_STOCK,1000,7.2327,GBP,7232.7,London Stock Exchange,XLON,GB,2026-09-12T10:43:35.095,2026-09-14,1.36,OMS
T0084,O00084,E000084,ACC001,PORT_ARB,BUY,SAP,DE0007164600,COMMON_STOCK,500,206.6785,EUR,103339.25,Xetra,XETR,DE,2026-09-12T10:20:37.104,2026-09-14,1.17,OMS
T0085,O00085,E000085,ACC003,PORT_US,SELL,MSFT,US5949181045,COMMON_STOCK,500,418.9165,USD,209458.25,NASDAQ,XNAS,US,2026-09-12T10:50:43.138,2026-09-14,1.0,OMS
T0086,O00086,E000086,ACC003,PORT_GLOBAL,SELL,HSBA,GB0005405286,COMMON_STOCK,50,7.2776,GBP,363.88,London Stock Exchange,XLON,GB,2026-09-12T10:14:49.113,2026-09-14,1.36,OMS
T0087,O00087,E000087,ACC001,PORT_GLOBAL,SELL,7203,JP3633400001,COMMON_STOCK,100,2876.6878,JPY,287668.78,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:57:53.116,2026-09-14,0.0068,OMS
T0088,O00088,E000088,ACC001,PORT_US,BUY,7203,JP3633400001,COMMON_STOCK,50,2868.7996,JPY,143439.98,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:37:50.053,2026-09-14,0.0068,OMS
T0089,O00089,E000089,ACC001,PORT_GLOBAL,BUY,SAP,DE0007164600,COMMON_STOCK,100,205.1649,EUR,20516.49,Xetra,XETR,DE,2026-09-12T10:54:30.044,2026-09-14,1.17,OMS
T0090,O00090,E000090,ACC002,PORT_US,BUY,MSFT,US5949181045,COMMON_STOCK,500,420.2191,USD,210109.55,NASDAQ,XNAS,US,2026-09-12T10:50:54.016,2026-09-14,1.0,OMS
T0091,O00091,E000091,ACC003,PORT_US,BUY,HSBA,GB0005405286,COMMON_STOCK,1000,7.2212,GBP,7221.2,London Stock Exchange,XLON,GB,2026-09-12T10:43:55.007,2026-09-14,1.36,OMS
T0092_A,O00092,E000092_A,ACC001,PORT_GLOBAL,BUY,AAPL,US0378331005,COMMON_STOCK,37,189.0758,USD,6995.8,NASDAQ,XNAS,US,2026-09-12T10:42:37.149,2026-09-14,1.0,OMS
T0092_B,O00092,E000092_B,ACC001,PORT_GLOBAL,BUY,AAPL,US0378331005,COMMON_STOCK,13,189.0758,USD,2457.99,NASDAQ,XNAS,US,2026-09-12T10:42:37.149,2026-09-14,1.0,OMS
T0093,O00093,E000093,ACC003,PORT_GLOBAL,BUY,SAP,DE0007164600,COMMON_STOCK,50,206.4465,EUR,10322.32,Xetra,XETR,DE,2026-09-12T10:44:26.141,2026-09-14,1.17,OMS
T0094,O00094,E000094,ACC002,PORT_ARB,BUY,HSBA,GB0005405286,COMMON_STOCK,200,7.2394,GBP,1447.88,London Stock Exchange,XLON,GB,2026-09-12T10:45:24.065,2026-09-14,1.36,OMS
T0095,O00095,E000095,ACC001,PORT_ARB,BUY,7203,JP3633400001,COMMON_STOCK,1000,2876.0276,JPY,2876027.6,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:38:20.084,2026-09-14,0.0068,OMS
T0096,O00096,E000096,ACC002,PORT_ARB,SELL,AAPL,US0378331005,COMMON_STOCK,200,188.9897,USD,37797.94,NASDAQ,XNAS,US,2026-09-12T10:34:38.054,2026-09-14,1.0,OMS
T0097,O00097,E000097,ACC002,PORT_ARB,BUY,AAPL,US0378331005,COMMON_STOCK,500,191.815,USD,95907.5,NASDAQ,XNAS,US,2026-09-12T10:52:23.142,2026-09-14,1.0,OMS
T0099,O00099,E000099,ACC001,PORT_GLOBAL,SELL,7203,JP3633400001,COMMON_STOCK,200,2865.7796,JPY,573155.92,Tokyo Stock Exchange,XTKS,JP,2026-09-12T10:38:44.021,2026-09-14,0.0068,OMS
T0100,O00100,E000100,ACC003,PORT_GLOBAL,SELL,HSBA,GB0005405286,COMMON_STOCK,1000,7.2416,GBP,7241.6,London Stock Exchange,XLON,GB,2026-09-12T10:18:38.055,2026-09-14,1.36,OMS
